img1,img2,label
/Extracted_Faces/1264/3.jpg,/Extracted_Faces/1264/6.jpg,1
/Extracted_Faces/1264/3.jpg,/Extracted_Faces/1264/2.jpg,1
/Extracted_Faces/499/0.jpg,/Extracted_Faces/499/1.jpg,1
/Extracted_Faces/1040/0.jpg,/Extracted_Faces/1040/1.jpg,1
/Extracted_Faces/1450/3.jpg,/Extracted_Faces/1450/0.jpg,1
/Extracted_Faces/1450/3.jpg,/Extracted_Faces/1450/2.jpg,1
/Extracted_Faces/1450/3.jpg,/Extracted_Faces/1450/1.jpg,1
/Extracted_Faces/999/0.jpg,/Extracted_Faces/999/2.jpg,1
/Extracted_Faces/999/0.jpg,/Extracted_Faces/999/1.jpg,1
/Extracted_Faces/999/2.jpg,/Extracted_Faces/999/1.jpg,1
/Extracted_Faces/1045/0.jpg,/Extracted_Faces/1045/1.jpg,1
/Extracted_Faces/251/3.jpg,/Extracted_Faces/251/0.jpg,1
/Extracted_Faces/251/3.jpg,/Extracted_Faces/251/6.jpg,1
/Extracted_Faces/251/3.jpg,/Extracted_Faces/251/2.jpg,1
/Extracted_Faces/280/3.jpg,/Extracted_Faces/280/0.jpg,1
/Extracted_Faces/280/3.jpg,/Extracted_Faces/280/2.jpg,1
/Extracted_Faces/280/3.jpg,/Extracted_Faces/280/1.jpg,1
/Extracted_Faces/58/0.jpg,/Extracted_Faces/58/2.jpg,1
/Extracted_Faces/58/0.jpg,/Extracted_Faces/58/1.jpg,1
/Extracted_Faces/58/2.jpg,/Extracted_Faces/58/1.jpg,1
/Extracted_Faces/1528/0.jpg,/Extracted_Faces/1528/1.jpg,1
/Extracted_Faces/1/0.jpg,/Extracted_Faces/1/1.jpg,1
/Extracted_Faces/883/0.jpg,/Extracted_Faces/883/1.jpg,1
/Extracted_Faces/959/0.jpg,/Extracted_Faces/959/1.jpg,1
/Extracted_Faces/1458/0.jpg,/Extracted_Faces/1458/1.jpg,1
/Extracted_Faces/1352/0.jpg,/Extracted_Faces/1352/1.jpg,1
/Extracted_Faces/171/3.jpg,/Extracted_Faces/171/0.jpg,1
/Extracted_Faces/171/3.jpg,/Extracted_Faces/171/6.jpg,1
/Extracted_Faces/171/3.jpg,/Extracted_Faces/171/12.jpg,1
/Extracted_Faces/1524/3.jpg,/Extracted_Faces/1524/0.jpg,1
/Extracted_Faces/1524/3.jpg,/Extracted_Faces/1524/2.jpg,1
/Extracted_Faces/1524/3.jpg,/Extracted_Faces/1524/4.jpg,1
/Extracted_Faces/630/0.jpg,/Extracted_Faces/630/1.jpg,1
/Extracted_Faces/403/0.jpg,/Extracted_Faces/403/1.jpg,1
/Extracted_Faces/12/0.jpg,/Extracted_Faces/12/2.jpg,1
/Extracted_Faces/12/0.jpg,/Extracted_Faces/12/1.jpg,1
/Extracted_Faces/12/2.jpg,/Extracted_Faces/12/1.jpg,1
/Extracted_Faces/340/0.jpg,/Extracted_Faces/340/1.jpg,1
/Extracted_Faces/1229/0.jpg,/Extracted_Faces/1229/2.jpg,1
/Extracted_Faces/1229/0.jpg,/Extracted_Faces/1229/1.jpg,1
/Extracted_Faces/1229/2.jpg,/Extracted_Faces/1229/1.jpg,1
/Extracted_Faces/166/3.jpg,/Extracted_Faces/166/0.jpg,1
/Extracted_Faces/166/3.jpg,/Extracted_Faces/166/6.jpg,1
/Extracted_Faces/166/3.jpg,/Extracted_Faces/166/2.jpg,1
/Extracted_Faces/450/3.jpg,/Extracted_Faces/450/0.jpg,1
/Extracted_Faces/450/3.jpg,/Extracted_Faces/450/2.jpg,1
/Extracted_Faces/450/3.jpg,/Extracted_Faces/450/4.jpg,1
/Extracted_Faces/361/0.jpg,/Extracted_Faces/361/2.jpg,1
/Extracted_Faces/361/0.jpg,/Extracted_Faces/361/1.jpg,1
/Extracted_Faces/361/2.jpg,/Extracted_Faces/361/1.jpg,1
/Extracted_Faces/95/0.jpg,/Extracted_Faces/95/1.jpg,1
/Extracted_Faces/758/0.jpg,/Extracted_Faces/758/1.jpg,1
/Extracted_Faces/810/0.jpg,/Extracted_Faces/810/1.jpg,1
/Extracted_Faces/249/3.jpg,/Extracted_Faces/249/0.jpg,1
/Extracted_Faces/249/3.jpg,/Extracted_Faces/249/6.jpg,1
/Extracted_Faces/249/3.jpg,/Extracted_Faces/249/2.jpg,1
/Extracted_Faces/436/0.jpg,/Extracted_Faces/436/1.jpg,1
/Extracted_Faces/1201/3.jpg,/Extracted_Faces/1201/0.jpg,1
/Extracted_Faces/1201/3.jpg,/Extracted_Faces/1201/2.jpg,1
/Extracted_Faces/1201/3.jpg,/Extracted_Faces/1201/1.jpg,1
/Extracted_Faces/1499/0.jpg,/Extracted_Faces/1499/2.jpg,1
/Extracted_Faces/1499/0.jpg,/Extracted_Faces/1499/1.jpg,1
/Extracted_Faces/1499/2.jpg,/Extracted_Faces/1499/1.jpg,1
/Extracted_Faces/1093/3.jpg,/Extracted_Faces/1093/0.jpg,1
/Extracted_Faces/1093/3.jpg,/Extracted_Faces/1093/2.jpg,1
/Extracted_Faces/1093/3.jpg,/Extracted_Faces/1093/1.jpg,1
/Extracted_Faces/1102/0.jpg,/Extracted_Faces/1102/1.jpg,1
/Extracted_Faces/513/3.jpg,/Extracted_Faces/513/0.jpg,1
/Extracted_Faces/513/3.jpg,/Extracted_Faces/513/2.jpg,1
/Extracted_Faces/513/3.jpg,/Extracted_Faces/513/1.jpg,1
/Extracted_Faces/1274/0.jpg,/Extracted_Faces/1274/1.jpg,1
/Extracted_Faces/780/0.jpg,/Extracted_Faces/780/1.jpg,1
/Extracted_Faces/1150/3.jpg,/Extracted_Faces/1150/0.jpg,1
/Extracted_Faces/1150/3.jpg,/Extracted_Faces/1150/6.jpg,1
/Extracted_Faces/1150/3.jpg,/Extracted_Faces/1150/2.jpg,1
/Extracted_Faces/113/3.jpg,/Extracted_Faces/113/0.jpg,1
/Extracted_Faces/113/3.jpg,/Extracted_Faces/113/2.jpg,1
/Extracted_Faces/113/3.jpg,/Extracted_Faces/113/4.jpg,1
/Extracted_Faces/832/3.jpg,/Extracted_Faces/832/0.jpg,1
/Extracted_Faces/832/3.jpg,/Extracted_Faces/832/2.jpg,1
/Extracted_Faces/832/3.jpg,/Extracted_Faces/832/1.jpg,1
/Extracted_Faces/1021/0.jpg,/Extracted_Faces/1021/2.jpg,1
/Extracted_Faces/1021/0.jpg,/Extracted_Faces/1021/1.jpg,1
/Extracted_Faces/1021/2.jpg,/Extracted_Faces/1021/1.jpg,1
/Extracted_Faces/626/0.jpg,/Extracted_Faces/626/1.jpg,1
/Extracted_Faces/706/0.jpg,/Extracted_Faces/706/1.jpg,1
/Extracted_Faces/1239/0.jpg,/Extracted_Faces/1239/2.jpg,1
/Extracted_Faces/1239/0.jpg,/Extracted_Faces/1239/1.jpg,1
/Extracted_Faces/1239/2.jpg,/Extracted_Faces/1239/1.jpg,1
/Extracted_Faces/223/0.jpg,/Extracted_Faces/223/1.jpg,1
/Extracted_Faces/217/0.jpg,/Extracted_Faces/217/1.jpg,1
/Extracted_Faces/639/0.jpg,/Extracted_Faces/639/1.jpg,1
/Extracted_Faces/476/0.jpg,/Extracted_Faces/476/2.jpg,1
/Extracted_Faces/476/0.jpg,/Extracted_Faces/476/1.jpg,1
/Extracted_Faces/476/2.jpg,/Extracted_Faces/476/1.jpg,1
/Extracted_Faces/759/0.jpg,/Extracted_Faces/759/1.jpg,1
/Extracted_Faces/1188/0.jpg,/Extracted_Faces/1188/1.jpg,1
/Extracted_Faces/1291/0.jpg,/Extracted_Faces/1291/2.jpg,1
/Extracted_Faces/1291/0.jpg,/Extracted_Faces/1291/1.jpg,1
/Extracted_Faces/1291/2.jpg,/Extracted_Faces/1291/1.jpg,1
/Extracted_Faces/894/0.jpg,/Extracted_Faces/894/1.jpg,1
/Extracted_Faces/1254/3.jpg,/Extracted_Faces/1254/0.jpg,1
/Extracted_Faces/1254/3.jpg,/Extracted_Faces/1254/6.jpg,1
/Extracted_Faces/1254/3.jpg,/Extracted_Faces/1254/2.jpg,1
/Extracted_Faces/1631/0.jpg,/Extracted_Faces/1631/1.jpg,1
/Extracted_Faces/451/0.jpg,/Extracted_Faces/451/2.jpg,1
/Extracted_Faces/451/0.jpg,/Extracted_Faces/451/1.jpg,1
/Extracted_Faces/451/2.jpg,/Extracted_Faces/451/1.jpg,1
/Extracted_Faces/1480/0.jpg,/Extracted_Faces/1480/2.jpg,1
/Extracted_Faces/1480/0.jpg,/Extracted_Faces/1480/1.jpg,1
/Extracted_Faces/1480/2.jpg,/Extracted_Faces/1480/1.jpg,1
/Extracted_Faces/1222/0.jpg,/Extracted_Faces/1222/1.jpg,1
/Extracted_Faces/369/0.jpg,/Extracted_Faces/369/2.jpg,1
/Extracted_Faces/369/0.jpg,/Extracted_Faces/369/1.jpg,1
/Extracted_Faces/369/2.jpg,/Extracted_Faces/369/1.jpg,1
/Extracted_Faces/800/3.jpg,/Extracted_Faces/800/0.jpg,1
/Extracted_Faces/800/3.jpg,/Extracted_Faces/800/6.jpg,1
/Extracted_Faces/800/3.jpg,/Extracted_Faces/800/12.jpg,1
/Extracted_Faces/330/0.jpg,/Extracted_Faces/330/1.jpg,1
/Extracted_Faces/551/0.jpg,/Extracted_Faces/551/1.jpg,1
/Extracted_Faces/1257/0.jpg,/Extracted_Faces/1257/1.jpg,1
/Extracted_Faces/363/0.jpg,/Extracted_Faces/363/1.jpg,1
/Extracted_Faces/778/0.jpg,/Extracted_Faces/778/1.jpg,1
/Extracted_Faces/439/0.jpg,/Extracted_Faces/439/1.jpg,1
/Extracted_Faces/1303/0.jpg,/Extracted_Faces/1303/1.jpg,1
/Extracted_Faces/341/0.jpg,/Extracted_Faces/341/2.jpg,1
/Extracted_Faces/341/0.jpg,/Extracted_Faces/341/1.jpg,1
/Extracted_Faces/341/2.jpg,/Extracted_Faces/341/1.jpg,1
/Extracted_Faces/290/0.jpg,/Extracted_Faces/290/1.jpg,1
/Extracted_Faces/920/3.jpg,/Extracted_Faces/920/0.jpg,1
/Extracted_Faces/920/3.jpg,/Extracted_Faces/920/2.jpg,1
/Extracted_Faces/920/3.jpg,/Extracted_Faces/920/4.jpg,1
/Extracted_Faces/798/0.jpg,/Extracted_Faces/798/1.jpg,1
/Extracted_Faces/1456/0.jpg,/Extracted_Faces/1456/1.jpg,1
/Extracted_Faces/901/0.jpg,/Extracted_Faces/901/2.jpg,1
/Extracted_Faces/901/0.jpg,/Extracted_Faces/901/1.jpg,1
/Extracted_Faces/901/2.jpg,/Extracted_Faces/901/1.jpg,1
/Extracted_Faces/1305/0.jpg,/Extracted_Faces/1305/1.jpg,1
/Extracted_Faces/1294/3.jpg,/Extracted_Faces/1294/0.jpg,1
/Extracted_Faces/1294/3.jpg,/Extracted_Faces/1294/2.jpg,1
/Extracted_Faces/1294/3.jpg,/Extracted_Faces/1294/1.jpg,1
/Extracted_Faces/21/0.jpg,/Extracted_Faces/21/2.jpg,1
/Extracted_Faces/21/0.jpg,/Extracted_Faces/21/1.jpg,1
/Extracted_Faces/21/2.jpg,/Extracted_Faces/21/1.jpg,1
/Extracted_Faces/966/0.jpg,/Extracted_Faces/966/1.jpg,1
/Extracted_Faces/1600/0.jpg,/Extracted_Faces/1600/1.jpg,1
/Extracted_Faces/1355/0.jpg,/Extracted_Faces/1355/1.jpg,1
/Extracted_Faces/938/0.jpg,/Extracted_Faces/938/1.jpg,1
/Extracted_Faces/923/3.jpg,/Extracted_Faces/923/0.jpg,1
/Extracted_Faces/923/3.jpg,/Extracted_Faces/923/2.jpg,1
/Extracted_Faces/923/3.jpg,/Extracted_Faces/923/1.jpg,1
/Extracted_Faces/1515/3.jpg,/Extracted_Faces/1515/0.jpg,1
/Extracted_Faces/1515/3.jpg,/Extracted_Faces/1515/2.jpg,1
/Extracted_Faces/1515/3.jpg,/Extracted_Faces/1515/4.jpg,1
/Extracted_Faces/199/0.jpg,/Extracted_Faces/199/1.jpg,1
/Extracted_Faces/677/0.jpg,/Extracted_Faces/677/1.jpg,1
/Extracted_Faces/1052/3.jpg,/Extracted_Faces/1052/0.jpg,1
/Extracted_Faces/1052/3.jpg,/Extracted_Faces/1052/2.jpg,1
/Extracted_Faces/1052/3.jpg,/Extracted_Faces/1052/1.jpg,1
/Extracted_Faces/876/3.jpg,/Extracted_Faces/876/0.jpg,1
/Extracted_Faces/876/3.jpg,/Extracted_Faces/876/6.jpg,1
/Extracted_Faces/876/3.jpg,/Extracted_Faces/876/2.jpg,1
/Extracted_Faces/1124/0.jpg,/Extracted_Faces/1124/1.jpg,1
/Extracted_Faces/557/0.jpg,/Extracted_Faces/557/1.jpg,1
/Extracted_Faces/1236/0.jpg,/Extracted_Faces/1236/1.jpg,1
/Extracted_Faces/220/0.jpg,/Extracted_Faces/220/1.jpg,1
/Extracted_Faces/1140/0.jpg,/Extracted_Faces/1140/1.jpg,1
/Extracted_Faces/399/0.jpg,/Extracted_Faces/399/1.jpg,1
/Extracted_Faces/843/0.jpg,/Extracted_Faces/843/2.jpg,1
/Extracted_Faces/843/0.jpg,/Extracted_Faces/843/1.jpg,1
/Extracted_Faces/843/2.jpg,/Extracted_Faces/843/1.jpg,1
/Extracted_Faces/1578/3.jpg,/Extracted_Faces/1578/0.jpg,1
/Extracted_Faces/1578/3.jpg,/Extracted_Faces/1578/6.jpg,1
/Extracted_Faces/1578/3.jpg,/Extracted_Faces/1578/12.jpg,1
/Extracted_Faces/187/0.jpg,/Extracted_Faces/187/1.jpg,1
/Extracted_Faces/638/0.jpg,/Extracted_Faces/638/2.jpg,1
/Extracted_Faces/638/0.jpg,/Extracted_Faces/638/1.jpg,1
/Extracted_Faces/638/2.jpg,/Extracted_Faces/638/1.jpg,1
/Extracted_Faces/77/3.jpg,/Extracted_Faces/77/0.jpg,1
/Extracted_Faces/77/3.jpg,/Extracted_Faces/77/2.jpg,1
/Extracted_Faces/77/3.jpg,/Extracted_Faces/77/1.jpg,1
/Extracted_Faces/379/0.jpg,/Extracted_Faces/379/2.jpg,1
/Extracted_Faces/379/0.jpg,/Extracted_Faces/379/1.jpg,1
/Extracted_Faces/379/2.jpg,/Extracted_Faces/379/1.jpg,1
/Extracted_Faces/0/3.jpg,/Extracted_Faces/0/0.jpg,1
/Extracted_Faces/0/3.jpg,/Extracted_Faces/0/2.jpg,1
/Extracted_Faces/0/3.jpg,/Extracted_Faces/0/1.jpg,1
/Extracted_Faces/1403/0.jpg,/Extracted_Faces/1403/1.jpg,1
/Extracted_Faces/1455/0.jpg,/Extracted_Faces/1455/1.jpg,1
/Extracted_Faces/785/0.jpg,/Extracted_Faces/785/2.jpg,1
/Extracted_Faces/785/0.jpg,/Extracted_Faces/785/1.jpg,1
/Extracted_Faces/785/2.jpg,/Extracted_Faces/785/1.jpg,1
/Extracted_Faces/1030/0.jpg,/Extracted_Faces/1030/1.jpg,1
/Extracted_Faces/234/3.jpg,/Extracted_Faces/234/0.jpg,1
/Extracted_Faces/234/3.jpg,/Extracted_Faces/234/2.jpg,1
/Extracted_Faces/234/3.jpg,/Extracted_Faces/234/4.jpg,1
/Extracted_Faces/526/18.jpg,/Extracted_Faces/526/3.jpg,1
/Extracted_Faces/526/18.jpg,/Extracted_Faces/526/0.jpg,1
/Extracted_Faces/526/18.jpg,/Extracted_Faces/526/6.jpg,1
/Extracted_Faces/744/0.jpg,/Extracted_Faces/744/1.jpg,1
/Extracted_Faces/939/0.jpg,/Extracted_Faces/939/1.jpg,1
/Extracted_Faces/478/0.jpg,/Extracted_Faces/478/1.jpg,1
/Extracted_Faces/937/0.jpg,/Extracted_Faces/937/1.jpg,1
/Extracted_Faces/911/0.jpg,/Extracted_Faces/911/2.jpg,1
/Extracted_Faces/911/0.jpg,/Extracted_Faces/911/1.jpg,1
/Extracted_Faces/911/2.jpg,/Extracted_Faces/911/1.jpg,1
/Extracted_Faces/1289/0.jpg,/Extracted_Faces/1289/1.jpg,1
/Extracted_Faces/1526/0.jpg,/Extracted_Faces/1526/2.jpg,1
/Extracted_Faces/1526/0.jpg,/Extracted_Faces/1526/1.jpg,1
/Extracted_Faces/1526/2.jpg,/Extracted_Faces/1526/1.jpg,1
/Extracted_Faces/1105/0.jpg,/Extracted_Faces/1105/1.jpg,1
/Extracted_Faces/1073/0.jpg,/Extracted_Faces/1073/2.jpg,1
/Extracted_Faces/1073/0.jpg,/Extracted_Faces/1073/1.jpg,1
/Extracted_Faces/1073/2.jpg,/Extracted_Faces/1073/1.jpg,1
/Extracted_Faces/500/3.jpg,/Extracted_Faces/500/0.jpg,1
/Extracted_Faces/500/3.jpg,/Extracted_Faces/500/2.jpg,1
/Extracted_Faces/500/3.jpg,/Extracted_Faces/500/4.jpg,1
/Extracted_Faces/1523/0.jpg,/Extracted_Faces/1523/1.jpg,1
/Extracted_Faces/1596/0.jpg,/Extracted_Faces/1596/1.jpg,1
/Extracted_Faces/982/0.jpg,/Extracted_Faces/982/1.jpg,1
/Extracted_Faces/1263/0.jpg,/Extracted_Faces/1263/1.jpg,1
/Extracted_Faces/915/3.jpg,/Extracted_Faces/915/0.jpg,1
/Extracted_Faces/915/3.jpg,/Extracted_Faces/915/2.jpg,1
/Extracted_Faces/915/3.jpg,/Extracted_Faces/915/4.jpg,1
/Extracted_Faces/1384/0.jpg,/Extracted_Faces/1384/1.jpg,1
/Extracted_Faces/488/0.jpg,/Extracted_Faces/488/1.jpg,1
/Extracted_Faces/149/0.jpg,/Extracted_Faces/149/2.jpg,1
/Extracted_Faces/149/0.jpg,/Extracted_Faces/149/1.jpg,1
/Extracted_Faces/149/2.jpg,/Extracted_Faces/149/1.jpg,1
/Extracted_Faces/933/3.jpg,/Extracted_Faces/933/0.jpg,1
/Extracted_Faces/933/3.jpg,/Extracted_Faces/933/2.jpg,1
/Extracted_Faces/933/3.jpg,/Extracted_Faces/933/1.jpg,1
/Extracted_Faces/1542/0.jpg,/Extracted_Faces/1542/1.jpg,1
/Extracted_Faces/1362/0.jpg,/Extracted_Faces/1362/2.jpg,1
/Extracted_Faces/1362/0.jpg,/Extracted_Faces/1362/1.jpg,1
/Extracted_Faces/1362/2.jpg,/Extracted_Faces/1362/1.jpg,1
/Extracted_Faces/1031/0.jpg,/Extracted_Faces/1031/1.jpg,1
/Extracted_Faces/1242/0.jpg,/Extracted_Faces/1242/1.jpg,1
/Extracted_Faces/727/3.jpg,/Extracted_Faces/727/0.jpg,1
/Extracted_Faces/727/3.jpg,/Extracted_Faces/727/6.jpg,1
/Extracted_Faces/727/3.jpg,/Extracted_Faces/727/2.jpg,1
/Extracted_Faces/267/0.jpg,/Extracted_Faces/267/1.jpg,1
/Extracted_Faces/1633/3.jpg,/Extracted_Faces/1633/0.jpg,1
/Extracted_Faces/1633/3.jpg,/Extracted_Faces/1633/6.jpg,1
/Extracted_Faces/1633/3.jpg,/Extracted_Faces/1633/2.jpg,1
/Extracted_Faces/1136/0.jpg,/Extracted_Faces/1136/1.jpg,1
/Extracted_Faces/848/0.jpg,/Extracted_Faces/848/1.jpg,1
/Extracted_Faces/303/0.jpg,/Extracted_Faces/303/2.jpg,1
/Extracted_Faces/303/0.jpg,/Extracted_Faces/303/1.jpg,1
/Extracted_Faces/303/2.jpg,/Extracted_Faces/303/1.jpg,1
/Extracted_Faces/942/0.jpg,/Extracted_Faces/942/1.jpg,1
/Extracted_Faces/1138/0.jpg,/Extracted_Faces/1138/2.jpg,1
/Extracted_Faces/1138/0.jpg,/Extracted_Faces/1138/1.jpg,1
/Extracted_Faces/1138/2.jpg,/Extracted_Faces/1138/1.jpg,1
/Extracted_Faces/1421/3.jpg,/Extracted_Faces/1421/0.jpg,1
/Extracted_Faces/1421/3.jpg,/Extracted_Faces/1421/6.jpg,1
/Extracted_Faces/1421/3.jpg,/Extracted_Faces/1421/2.jpg,1
/Extracted_Faces/886/0.jpg,/Extracted_Faces/886/1.jpg,1
/Extracted_Faces/1409/0.jpg,/Extracted_Faces/1409/1.jpg,1
/Extracted_Faces/773/18.jpg,/Extracted_Faces/773/3.jpg,1
/Extracted_Faces/773/18.jpg,/Extracted_Faces/773/23.jpg,1
/Extracted_Faces/773/18.jpg,/Extracted_Faces/773/0.jpg,1
/Extracted_Faces/794/0.jpg,/Extracted_Faces/794/1.jpg,1
/Extracted_Faces/1649/0.jpg,/Extracted_Faces/1649/1.jpg,1
/Extracted_Faces/921/0.jpg,/Extracted_Faces/921/1.jpg,1
/Extracted_Faces/575/0.jpg,/Extracted_Faces/575/2.jpg,1
/Extracted_Faces/575/0.jpg,/Extracted_Faces/575/1.jpg,1
/Extracted_Faces/575/2.jpg,/Extracted_Faces/575/1.jpg,1
/Extracted_Faces/269/0.jpg,/Extracted_Faces/269/2.jpg,1
/Extracted_Faces/269/0.jpg,/Extracted_Faces/269/1.jpg,1
/Extracted_Faces/269/2.jpg,/Extracted_Faces/269/1.jpg,1
/Extracted_Faces/112/0.jpg,/Extracted_Faces/112/1.jpg,1
/Extracted_Faces/1644/0.jpg,/Extracted_Faces/1644/1.jpg,1
/Extracted_Faces/146/3.jpg,/Extracted_Faces/146/0.jpg,1
